RMS,MAV,VAR,ZC,SSC,Label
0.0957773840930818,0.0759786791245284,0.0091733073037137,50.0,50.0,0.0
0.0953433667794103,0.0753546216491832,0.0090903575888331,51.0,50.0,0.0
0.0950849426517326,0.0750280033673528,0.0090411463190832,50.0,50.0,0.0
0.0950602284014605,0.0748005595845854,0.0090364470237378,50.0,49.0,0.0
0.0956471379437306,0.0755624085141765,0.009148374996827,49.0,49.0,0.0
0.0962096071531858,0.0762872787080953,0.0092562885085703,49.0,49.0,0.0
0.0960737678105426,0.0762656766815077,0.009230168861314,49.0,50.0,0.0
0.0957590331005805,0.0758791561491467,0.009169792420358,50.0,50.0,0.0
0.0954128905102366,0.0754679977757937,0.0091036196755184,50.0,49.0,0.0
0.0955106009082191,0.0757929666593036,0.0091222748858491,49.0,49.0,0.0
0.0952558925411081,0.0751713294436405,0.0090736850638031,49.0,50.0,0.0
0.0955015061973547,0.0753556076885947,0.0091205376859633,50.0,50.0,0.0
0.0957468799739949,0.0755526700879005,0.0091674650247545,50.0,50.0,0.0
0.095766810045134,0.0757024420449365,0.0091712819062207,49.0,50.0,0.0
0.0956882513201716,0.075470831016002,0.0091562414407123,50.0,49.0,0.0
0.096506907652968,0.0764840352162232,0.0093135832247385,49.0,49.0,0.0
0.0975734174839994,0.0774945932341142,0.0095205717995068,49.0,49.0,0.0
0.0970639294371005,0.0771392100923713,0.0094214063977704,49.0,50.0,0.0
0.0960866357087656,0.0761372963009363,0.009232641561829,49.0,50.0,0.0
0.0953466841350365,0.0752819853753275,0.0090909901755464,50.0,51.0,0.0
0.095332387908817,0.0754461339152309,0.0090882641843971,49.0,49.0,0.0
0.0951566404213805,0.075146210935142,0.0090547862162839,50.0,50.0,0.0
0.0956911118514931,0.0753647917058596,0.0091567888873749,50.0,49.0,0.0
0.0961510848040871,0.0760703968187063,0.0092450311090027,49.0,50.0,0.0
0.0962023527366571,0.076265858356091,0.0092548926720682,49.0,50.0,0.0
0.0956770617152804,0.0754666010079702,0.0091541001384695,49.0,49.0,0.0
0.0955264833038562,0.0753219056736333,0.0091253090124019,49.0,51.0,0.0
0.0961819491576203,0.0760964242500023,0.009250967343759,49.0,51.0,0.0
0.0959334758921097,0.0760328903229647,0.0092032317967419,49.0,50.0,0.0
